Unnamed: 0,rating,title,text,topic
374,5.0,Perfect Eyebrows,"I was planning on going to a professional when I saw this on Amazon. It creates the perfect eyebrows! So easy to use, looks really natural, and makes your eyebrows full and beautiful. It arrived the next day and now I cant imagine going out every day without having applied it. And as I said it only takes three minutes to do.<br />I love it! Thank you.",Complete Brow Kit
375,1.0,Don’t buy it it doesn’t give the effect of hair strokes,The ink is awful doesn’t always come out doesn’t look like hair strokes don’t buy it,Complete Brow Kit
376,5.0,Love it!,Works great. My brows look natural and it’s easy to apply.,Complete Brow Kit
377,5.0,Love this eyebrow pencil!,Great product! Easy to use and received even with a free pair of tweezers! Will buy again but might get a shade darker.,Complete Brow Kit
378,1.0,Horrid- basically a cheap version of a sharpie,This is basically a sharpie pen but the 99 cent cheap version. The tip is flimsy and the pen is dried out. Going straight to the garbage.,Product Drying Out
379,5.0,Great Buy!!!,Easy to use. Smudge proof!!,Complete Brow Kit
380,5.0,Amazing Eyebrows,I have very little eyebrows this is amazing.... I finally found something that last. Once I use it I immediately order another one by,Complete Brow Kit
381,1.0,It’s ok,It’s ok,Beginner Friendly Use
382,5.0,easy to use,Color matched perfect. Used to fill in eyebrows.,Complete Brow Kit
383,5.0,Smudge proof,"I give a 5 star review all the way around for these!!! I first tried them during last June and fell in love with them! It doesn’t come off easy without a decent amount of water and light scrubbing. Extremely easy to use and 100% smudge proof(once dried) can press firmly on your eyebrow, rub across and it stays on! Nothing on your finger.",Complete Brow Kit
384,4.0,Great Product,Easy to use and stays on great!,Long Lasting Wear
385,2.0,It’s ok,At first I was like yeah I love it. But when I went to use it the next day it seemed like it was finished. I don’t know how many uses you can get from it. But I’m not getting the boldness I got the 1st use. If that wasn’t happening I would love it.,Product Drying Out
386,2.0,Not great,The color is definitely not dark brown. It’s just brown. It also was difficult to apply and not smudge proof.,Color Accuracy Concerns
387,5.0,Fast shipment,easy to use. the color was natural. lasted all day. I filled in my brows that are thinning in the center.,Complete Brow Kit
388,5.0,Worth the money,Very easy to use and smudge-proof I really love the way it makes my brows look.,Complete Brow Kit
389,5.0,Natural looking,I love everything about this product. I’ve had a problem with growing eyebrows and on lashes because of my health. With this I look like I have natural eyebrows,Complete Brow Kit
390,2.0,It’s ok,At first I was like yeah I love it. But when I went to use it the next day it seemed like it was finished. I don’t know how many uses you can get from it. But I’m not getting the boldness I got the 1st use. If that wasn’t happening I would love it.,Product Drying Out
391,5.0,Easy to use!,Amazing eye pencil and a great price! Would certainly be buying more!!,Complete Brow Kit
392,5.0,Great Eyebrow Set,"Love this eyebrow set! Not only does it go in easily the set came with brow guide, tweezers and brow razor.  The color looks natural and stays on!  Will definitely buy again!",Complete Brow Kit
393,5.0,Must buy for beautiful brows!,I love this product! It’s so easy to use and stays on my brows for the entire day! It also came home with stencils and a brow razor and tweezers. Amazing deal for beautiful brows!,Complete Brow Kit
394,5.0,Works very well and doesn’t smudge.,"We gave  a Five star review, because we loved the brush strokes and easy use of the brow pen. We would definitely recommend this.",Complete Brow Kit
395,5.0,"As expected/described, just what I wanted",Easy to use and better result that looks more natural.,Beginner Friendly Use
396,5.0,Great purchase would buy again.,Very happy with this purchase.  The pen was easy to use.  It made my eyebrows look full while still looking natural .,Complete Brow Kit
397,5.0,Good for no brows,"Though this was not what I thought it was, I can see that it is a great product deserving of all the great reviews. The customer service was excellent!",Complete Brow Kit
398,5.0,Realistic and simple!,As I have gotten older. My eyebrows have faded and gotten so very light. This was a game changer! I actually have eyebrows again and it literally changes how my face looks! LOL they look so realistic and it is so simple,Complete Brow Kit
399,5.0,Actually a good product for the price.,"I was skeptical for the price but not only is the pen actually good, it came with a couple surprise extras.",Included Bonus Tools
400,5.0,Amazing!,I love this product! My eyebrows look great!,Complete Brow Kit
401,5.0,Vanity is not the case..trying to feel good especially with everything going on.,"Wow, really impressive!<br />Needed to add fullness!",Complete Brow Kit
402,5.0,Great product,This is great product. My wife loved it!,Complete Brow Kit
403,5.0,Stays Put!!!!$,Love this brow pencil!!!!<br />I have been contemplating getting my brows done because I'm tired of my brows wearing off half way through my day well this brow pencil gives me all day coverage and it's still on when I take my makeup off after a long day!!!!,Complete Brow Kit
404,5.0,definitely recommend,good quality product! arrived quickly! long lasting and easy to use!,Long Lasting Wear
405,5.0,Works great,Works great. Still trying to figure out the eye brow stencils but love it all,Complete Brow Kit
406,5.0,Greatly impressed with this product!,I'm not very good at makeup but this eyebrow pen is super easy to use and I love that it's smudge proof!  I live in a hot climate and after a full day (of sweating like crazy) it still looks great!!  I also appreciate the stencils that come with the eyebrow pen to help you get the look you're going for. I'm very pleased with this product and will purchase this again in the future!,Complete Brow Kit
407,5.0,Works,Helps darken eyebrows.,Complete Brow Kit
408,5.0,Works Great!,Love this! It was Just what i was looking for. Highly recommended!!,Complete Brow Kit
409,5.0,Works great!,Love this! It goes on great and fills in perfectly! Definitely recommend and will buy again!,Complete Brow Kit
410,5.0,Good value for money,"Great product, pic of one brow done and one not. Blends well and easy to use.",Complete Brow Kit
411,5.0,Great brow product,Super easy to use and great color choices... will buy again,Complete Brow Kit
412,1.0,not waterproof,"It is not waterproof. not even close, as soon as water touches it the product will start dissolving and dripping. Not worth the money.",Product Drying Out
413,3.0,Brow liner,"It was ok, not in mpreased that it driednout so wuickly",Complete Brow Kit
414,5.0,Great pencil,Easy to use - great color!,Beginner Friendly Use
415,5.0,Essential brow tool,Great makeup tool for filling in sparse brows! My eyebrows have never looked better!,Complete Brow Kit
416,2.0,"Quantity very little, lasted just over a week.","The quantity is so little, I used sparingly less than 10 times for filling in gaps in very light brown, small brows. and it’s already dried up. The color was the lightest, but is still quite dark. The application was easy, however. It comes with templates which would come in handy for someone coloring in full brows.",Complete Brow Kit
417,5.0,Great price and great product.,Great product. Would highly recommended.,Value for Money
418,5.0,Good filler,Good for filling my sparse eyebrows.,Complete Brow Kit
419,5.0,Love this!,"Very easy to use, color came out great!",Beginner Friendly Use
420,5.0,"Easy, smudgeproof, natural",Love this. Thinning eyebrows and didnt want the solid line look. Perfect.,Complete Brow Kit
421,5.0,Absolute  love this product!!!,Have been using for a couple of years and would not go back to anything else. Easy to apply and it lasts for days!,Complete Brow Kit
422,5.0,Best eyebrow pencil to date,"Love the color and the templates to help guide me to nice looking eyebrows. It's easy to apply and lasts. It also came with the razor (which was advertised) and a pair of tweezers, which was not in the description but very helpful. I will definitely keep buying this product.",Complete Brow Kit
423,5.0,So Natural Looking,It's a great touch up in between my tattooing.,Complete Brow Kit
424,5.0,Ease,Easy to use,Beginner Friendly Use
425,5.0,Long lasting beautiful brows!,"This is so easy to use! Especially with the stencils. I can never draw my brows good with a regular pencil, but this makes it almost fool proof. Also it lasts for a couple days or more! I love that it comes with a kit full of things as well.",Complete Brow Kit
426,4.0,Nice but too red....not brown,This would have been really great if the color had not been so red.,Color Matching Issues
427,5.0,Natural and long-lasting,Looks natural and stays put! I love it!,Long Lasting Wear
428,5.0,Love it,Great product,Complete Brow Kit
429,5.0,Natural look!,For someone with no eyebrows this product truly worked wonders for me! I want my eyebrows to grow back and I love this natural product that looks like I had them micro-bladed. Will definitely purchase again!,Complete Brow Kit
430,5.0,Natural look!,For someone with no eyebrows this product truly worked wonders for me! I want my eyebrows to grow back and I love this natural product that looks like I had them micro-bladed. Will definitely purchase again!,Complete Brow Kit
431,5.0,Amazing,Easy to use and great finish,Complete Brow Kit
432,5.0,I LOVE THIS PRODUCT!,"Never have I been so pleased with an eyebrow product. I have tried pencils, pomade, tattoo pens and this is the best! The picture shown is DAY 3 of use with minimal touchups to tail and to add more definition. 5 stars and two big thumbs up! I wish it came in a slightly lighter shade, but it's not enough for me to rate it any less. It has saved me hours of time doing my eyebrows every day so the slight color factor is not a deal-breaker. A very happy customer!",Complete Brow Kit
433,5.0,Excelente calidad,Me encanto muchas gracias por tomarse la molestia de agregar regalitos extras ❤️,Included Bonus Tools
434,5.0,Easy to use and looks good.,Works great to fill in light colored eye brows.,Complete Brow Kit
435,1.0,No good. Don’t recommend it,Don’t buy this.  Ink comes out too thick<br />It looks like I have magic pen on my eyebrows.,Complete Brow Kit
436,5.0,Easy to use,Works great!,Beginner Friendly Use
437,5.0,Works great!,Works great will buy again!!,Complete Brow Kit
438,5.0,Smudge proof,Good product but the dark brown color was a bit redder than it is actually brown. Had to return to get a different color.,Color Accuracy Concerns
439,5.0,Awesome,I’m really impressed with this product delivery was quick and easy the product glides on really easy also you get a pair of tweezers amid blade what more can you ask for amazing product.,Complete Brow Kit
440,5.0,Excellent eyebrows!,Liked the forms to use for outlines and the fact that they gave you 3 different ones.<br /><br />Natural look and long lasting,Complete Brow Kit
441,5.0,Lasts long! I have a scar thru one of my eyebrows and this fills it in wonderfully!,"Color was perfect, lasts long!",Complete Brow Kit
442,5.0,"Eyebrow Pen,Microblading",I love this Eyebrow Microblading pen. I have ordered it twice and will order it again.,Complete Brow Kit
443,5.0,"Was considering microblading, but this is a great alternative","I have been on the fence and considering microblading, but  1 - the pandemic put a halt on that, 2 - it costs a bit of money & I'm sure hurts a bit, and 3 - you have to go back for touch ups, etc sooooo....I decided to give this a try after reading some of the reviews.  I have to say that I am quite pleased with the results!  It worked great, was easy to apply, looks real, and once it was on and I swiped it with my finger, it didn't smudge or move which means it will last a lot longer than the eyebrow pencil I was using before.<br /><br />It also came with tweezers, an eyebrow razor (much like the Tinkle razors I use now but fold down which was great!), and 3 stencils to help you perfect your eyebrow shape if you needed to use that.  I didn't even see these were part of it and was pleasantly surprised to receive them.  Love it all and I am happy I chose to try this route first as I am happy to report it works well!!",Complete Brow Kit
444,1.0,Ineffective,"After one use, the ink does not flow!!!! I don’t have any products on my face and my face was freshly washed before using the eyebrow pen but there was no pigment at all! Very disappointing! The first time with use, the pigment was very light.",Complete Brow Kit
445,5.0,FOUND THE ONE!,Love this pen!  SO easy to use!  No more smudging and adds just the right amount color where needed - and it lasts all day!  A MUST HAVE!!!!!  ❤️,Complete Brow Kit
446,1.0,Not enough ink,Had little moisture,Product Drying Out
447,5.0,Excited to use this!!,"I've never used one of these before, and I'm excited to this one! The color is nice and the applicator tip is well defined (looks like little hairs when applied.) Got the product super fast!",Complete Brow Kit
448,1.0,LOVE IT !,"I am 63 and have been noticing my eyebrows getting more sparse as time goes on.  I have tried many different brands of powders including expensive brands from Sephora. I have also tried eyebrow tinting but I looked like a clown as you have to be careful to ONLY tint the hair, not the skin.  Thank God it wears away in a few weeks.  I  go to the gym 4 days per week and sweat a LOT.  This product is fantastic !  No smudges and NOT itchy at all.  It looks very natural, not ""clown-like.""  Would highly recommend !",Complete Brow Kit
449,3.0,Would not buy again.,Not as dark or defining as I thought it would be.,Color Accuracy Concerns
450,2.0,Not a professional brush,Don’t think it’s going to look like the ad.  Not easy to apply the brow strokes like it advertises.,Complete Brow Kit
451,5.0,nice wet eyebrow pen,"Easy to use, let dry before doing the smudge test! Eyebrow blade is great. Noce little kit. I would buy again.",Complete Brow Kit
452,1.0,Wrong color,The color did not match my brows.  I would like to exchange but It’s after return date 🙁,Color Matching Issues
453,5.0,Pretty Great!,"I just opened up the package to test it out. Great results, you can build the color if you need a little bit darker, I did the smudge test about 5 seconds after applying, it was already dry. It also arrived faster than scheduled. Thank you!",Complete Brow Kit
454,5.0,Looks great and easy to apply daily,The product was lot more easier to apply. No smudges. Easy to wash off as well and looks great when applied.,Complete Brow Kit
455,2.0,Doesn’t last long,Very cool day 1- by day 4 the pen didn’t work as well and it seemed empty and I tried shaking it to life.,Product Drying Out
456,5.0,Very satisfied! Can’t wait to try!!,"It works and I like that, you have to be very soft-handed with it when you create the hair like strokes or else it will not give you the results you are looking for.",Complete Brow Kit
457,5.0,Great kit,"Great kit, love it!",Kit Completeness Accessories
458,5.0,Magic,Love this product and super easy to use!,Beginner Friendly Use
459,5.0,Very Natural color,"I have bought many eyebrow pen but none is natural as this one. No smears, no wiped out, or fades out. It's even better than real tattoo without any pain and most importantly it's totally controls by user for any shapes that says on for a long time.",Complete Brow Kit
460,5.0,Great kit,"Great kit, love it!",Kit Completeness Accessories
461,5.0,Great kit,"Great kit, love it!",Kit Completeness Accessories
462,5.0,I have Eyebrows again!,I’m currently going through chemo and have no eyebrows. This product is very easy to use and looks pretty realistic. Plus they don’t rub off but are easily removed in the shower.,Complete Brow Kit
463,1.0,Big no,"BIG NO! This is a waste of your money...<br />They are giving you money for a good review...  so disapointed with the pen, it is dry, and hard  to use...",Product Drying Out
464,5.0,Brows that stay put!!!!!!,"There’s a little bit of a learning curve to get the strokes as “hairlike” as I wanted. Other than that the product works well, and lasted throughout my whole shift at work :-)",Complete Brow Kit
465,5.0,Affordable and nice quality brow pen,"It went on with a nice glide, and lasted through daily wear. It was durable and for the price, I would definitely buy again. Easy to use, but with any brow pen, use a soft hand, and develop your control. Don't go too hard!",Complete Brow Kit
466,5.0,HOLY. MOLY. HOLY. GRAIL.,"Wow. As someone with a skinny eyebrow shape and yet thicker hairs on my eyebrows, it’s been hard for me to shop for eyebrow products my entire life. I’ve tried everything from the beloved Anastasia’s to higher end brands like Tom Ford and Charlotte Tillbury, even drugstore products and Japanese and Korean products and I think I’ve finally found my holy grail. This kept on me all day at work, even though I had to walk for a good distance in the rain to my car. It didn’t smudge or budge a bit for the entirety of my day and I’ve NEVER had a product that wasn’t eaten up by my weird eyebrows or completely disappeared. This product did it all. A little goes a long way, and the best part was it was so easy to get a natural and defined eyebrow shape that didn’t go over the top or too heavy either. I will be buying all my eyebrow products from them from now on. Best $9 I ever spent.",Complete Brow Kit
467,5.0,You need to buy this,"Great color, easy to use and I would recommend this to my family and friends.",Color Accuracy Concerns
468,5.0,Fab,Awesome producy,Complete Brow Kit
469,5.0,Just what I needed!,This is just what I needed! I had overtweezed the edges of both of my eyebrows and the hair was not growing back. This will help to fill in the thinning spots as well as the places where I misshaped my eyebrows in the past. Thank you!,Complete Brow Kit
470,5.0,Great product,Just got my Eyebrow Tattoo Pen in Chestnut/ Deep Brown and I’m loving it. The color is great and it’s very easy to use,Complete Brow Kit
471,5.0,must have,amazing and easy!!!,Complete Brow Kit
472,5.0,IT GOES ON EYE BROWS VERY EASILY!,GREAT PRODUCT!!  SO HAPPY I PURCHASED THIS ITEM!,Complete Brow Kit
473,5.0,Great Product-Sold as Kit,Great product! Comes as a whole kit to complete the look (which was a nice surprise). Would definitely order again.,Complete Brow Kit
474,5.0,"Simplemente ,Maravillosamente",Mi contorno dw mis cejas maravillosas..,Application Difficulties
475,5.0,Easy to use and doesn't smudge,Makes natural looking eyebrows and love that it came with stencils,Complete Brow Kit
476,5.0,Eeek! Perfect!,"I was very excited to try this and it didn't disappoint! It was easy to use and the results were just what I wanted! The price for the eyebrow tattoo was reasonable, but it even came with tweezers and guides! Very impressed!",Complete Brow Kit
477,5.0,Wonderfull product,"Great product, so easy to use and look like natural your eyebrow. I really like it.",Complete Brow Kit
478,3.0,Not the best,Kit is great. Pen is not easy to use and tip does not make brows look natural,Complete Brow Kit
479,2.0,Not waterproof or smudgeproof,"I like how this product applies. The color was a bit too red for me, but my problemis that it is much too expensive for not being in any way waterproof or smudgeproof.",Product Drying Out
480,5.0,Beautiful,Easy to use,Beginner Friendly Use
481,5.0,Great Eyebrow Tattoo Pen,"I just received it and it works great, it is smudge proof and waterproof. Just the product I need when I play sports. It applies really well too.",Complete Brow Kit
482,5.0,I love it.,"I used it before, and I love it s much. It'ss easy to used and very affordable. I also like that they give you different types of eyebrows form that you can use.",Complete Brow Kit
483,5.0,Great purchase!,"Came to me very fast, is a great tool for getting that “micro blade” look. Easy to use and the color was just perfect for someone who has dark brown hair and is looking to ombré the front of the brows",Complete Brow Kit
484,5.0,Like liquid liner for your eyebrows!,"Easy to figure out, and if you goof, you can wet a towel and remove the excess while retaining color on your brows. Also, the tweezers and other additional items are nice to have. Very pleased! I can't wait to have more than a few seconds to play with this!",Complete Brow Kit
485,5.0,LOVE THIS PRODUCT,"I am so happy with this eyebrow pen and shaper. I was skeptical because I saw it reviewed on TV, but it is SO NATURAL and perfect. I am going to buy more in other colors and send out to friends for gifts. GREAT VALUE and they even sent me an eyebrow brush and tweezer for FREE in the package. Great customer service :)",Complete Brow Kit
486,5.0,"Great, easy to use product",Liked how this product made my eyebrows look more realistic.  Also love that it included eyebrow shaper stencils.  I highly recommend this product.  Hope they come in more color options some day.,Complete Brow Kit
487,5.0,Amazing Product! Must buy!,OMG! I just got this today and had to use it immediately! It is amazing! Exactly what I needed to boost my confidence! Thank you so much! I love this brow pen!,Complete Brow Kit
488,5.0,High quality product.,I love this product. The coverage is remarkable and shows hairlike strands.  I’ve already purchased an additional one.,Complete Brow Kit
489,5.0,Great product!,"Easy to use, love the set, exactly as advertised.",Complete Brow Kit
490,5.0,Great makeup find!,"I was a little worried it wouldn’t work or look natural, but the tattoo pen is my new favorite makeup find. It is awesome. I think to vary the color, you could buy it in two shades. Either way, it makes natural looking strokes and I’d buy it again.",Complete Brow Kit
491,5.0,How to apply product,"Instructions were very hard to read ,wording too small",Application Difficulties
492,1.0,Mala calidad.,"No me gustó este producto y además de esto hubo problemas con el envío, tuve que volver a ordenarlo porq a la primera no me llegó.",Value for Money
493,5.0,Great eyebrow pen!,Great product! Easy to use and stays on all day!,Complete Brow Kit
494,5.0,I just so love it!!!,[[VIDEOID:433a88be6f142cdc46dfb5d068e173a5]] I love this product. The color is prefect and the eyebrow stencils are the prefect shape. The eyebrow razor is super sharp which is a plus. The delivery was next day so I will be making another purchase.,Complete Brow Kit
495,5.0,Great product!,This product is great! Works well and super fast delivery. The razor and tweezers are really nice as well! Will be buying again :),Complete Brow Kit
496,5.0,Smart purchase,Great product and easy to use!,Beginner Friendly Use
497,5.0,A must buy!,"Purchase item in the color #1 Chestnut brown. Very natural, blends well. Super easy to use. May go with #4 Black for a more dramatic look.",Beginner Friendly Use
498,1.0,Not impressed.,"I'm going to be completely honest here. I bought this because of the reviews. I'm a mama of five that loves to do makeup when I have the time. I'm not bad at it either. I watched tutorials even, before I attempted. This thing was horrible. It didn't spit out any ""ink"" unless I pushed roughly, and doing so caused it to be uneven. I tried so many different techniques but nothing gave me that ""flawless, natural looking"" eyebrow like this thing says it will give you. I'm not a paid person. Simply a mama reviewing a spendy (to me) eyebrow ... thing. Also, I am very curious whether or not half of these reviews are even remotely honest because upon opening the packaging, the company tells you if you leave a good review and send proof, $15 will be credited to you amazon account. Regardless, not impressed at all. Waste of money. I'll stick to my NYX micro eyebrow pencil.",Complete Brow Kit
499,1.0,Love Not!!!,Had to revise my review. It stop working after the first use!,Product Drying Out
500,5.0,Great Product,Looking forward to using it everyday.,Beginner Friendly Use
501,5.0,Very good brow product,"Natural looking, stays put all day!",Complete Brow Kit
502,5.0,Amazing!!!,"Being over 65 my eyebrows have been thinning over the years. I saw this advertised and it had good ratings so I decided to give it a try. It's just what I said, ""AMAZING""!!! It's easy to apply and the finished result doesn't look like it's a painted on eyebrow. I give this a 5 star for everything and would highly recommend it to future buyers!",Complete Brow Kit
503,4.0,It can dry out,I like the diminsion of the brush,Product Drying Out
504,5.0,"Great, natural eyebrow pencil","I love this eyebrow pencil. The first time you use it, just be careful that you don't push too hard because a lot came out at once. After the initial use, it was much easier to apply and looks completely natural.",Complete Brow Kit
505,5.0,Excellent results,I like how this pen adds a little color to fill in sparse areas of brows without looking too bold. I have tried several different types of brow pencils and this is the best!,Complete Brow Kit
506,5.0,Last all day,"Works and looks better then I thought it would. Last all day, does not smudge.  Will buy again.",Long Lasting Wear
507,5.0,Very good,Very good<br />I like it,Value for Money
508,3.0,eyebrow pen,"It's ok... not very water resistant.  Color is as advertised.  The effect is more like a pencil and a bit too obvious, as opposed to a subtle coloring.",Color Accuracy Concerns
509,5.0,Really Good,It’s really good and made my eyebrows look really good,Complete Brow Kit
510,5.0,Good Product,I love the applicator and the color is perfect. Waterproof just as advertised.,Product Drying Out
511,5.0,It works!,This is great. After my microblading faded I kept trying brow pencils. But this little tool looks like I have those hair strokes back and the templates help me with the shape. Will definitely buy again.,Complete Brow Kit
512,5.0,Easy!,I bought this for my grandmother and she absolutely loves it! It works wonders and is easy for her to use.,Beginner Friendly Use
513,2.0,"MEH. Color is off, very flimsy.","The ""brown"" is very red-toned, the the ""fork"" tip of the pen is too flexible to get through my brow hairs to my skin and doesn't conduct the liquid very well. Would not buy again.",Color Accuracy Concerns
514,5.0,Great Eyebrow Pen,This is GREAT!! I finally have eyebrows that I don't have to worry about smudging. The color is perfect and it dries quick and stays put. But its not hard to take off when you take your makeup off! Its perfect. I will order again.,Complete Brow Kit
515,1.0,Dried Up Quickly,"This is a nice idea but it dried up after only using for a week.  Unless you want to keep buying this over and over again every week, I don’t recommend buying it.  There are less costly alternatives.",Product Drying Out
516,2.0,Product may be dried out,It was basically dried out,Product Drying Out
517,5.0,Great product!,"I liked how easy to use it was,  and how fast it dried! I used this product on my eye brows.",Complete Brow Kit
518,5.0,Beautiful brows!,"This stuff does not budge after application! It lasts all day without smudging, but then easily washes off with facial cleanser. It’s very natural looking and easy to apply. This is a keeper!",Complete Brow Kit
519,5.0,Will buy again,I am very picky about my brows and this pen works! Looks very natural and doesn’t go on too thick. Smidge-proof too. Will buy again,Complete Brow Kit
520,5.0,Love this pen!!,"I love this eyebrow pen! It's easy to use, looks natural, and stays put until you take it off. I've tried several others and I ended up looking like I had caterpillars over my eyes; they did not work as advertised. Not the case this time. I will definitely order again.",Complete Brow Kit
521,2.0,Didn’t last long,"This product worked really great, but only for 2 weeks. I’ve bought eyebrow pens that lasted me almost 2 months. I gave two stars because it completely ran out after 2 weeks, and I’d say I used it maybe 8 times total.",Complete Brow Kit
522,5.0,Best product for my eyebrows.,"Super pigmented! And it stays on forever, but I would say that You have to use a light hand when using this but once you get the hang of it it gets so easy to use! I really like how the applicator has small slits so you can draw on little brow hairs overall I would recommend!",Complete Brow Kit
523,5.0,Love it !,I loved this brow kit. It's so easy to use.  I barely have eyebrows so I need something that looks natural and this was perfect.,Complete Brow Kit
524,5.0,Best brow pen,Beat brow pen I’ve come across,Complete Brow Kit
525,5.0,Product is very easy to use,"The product came fast .<br />Easy to use , product stayed on for over 48 hours even in the heat .<br />Already recommended to friends.",Product Drying Out
526,5.0,It’s easy to use!,I really like this eyebrow pen!  It’s easy to use and looks so much better than the pencil type I’ve previously used.  Lasts all day too!,Complete Brow Kit
527,5.0,Great substitute to a brow pencil,"It is so easy to use, you don’t have to be a make up professional to apply it nicely on your eyebrows. It lasts all day and doesn’t rub off even if you try hard. At the end of the day it can be easily removed with a make up remover. Definitely recommend!",Complete Brow Kit
528,5.0,eyebrows,Love it! It is so easy to use!,Complete Brow Kit
529,5.0,Amazing,Very easy to use..looks amazing,Complete Brow Kit
530,5.0,Best eyebrow pencil out there!,My favorite eyebrow pencil!,Complete Brow Kit
531,4.0,Horrible product.,The product was useless.  It was dried out and the color was ugly. Will never by again and you are fore warned.  Do not buy this waste of money.,Product Drying Out
532,5.0,Love it,Love it!!! Excellent,Value for Money
533,5.0,Easy to use!,"Easy to use, all products came to help easy of use.",Beginner Friendly Use
534,5.0,Good quality product,"Good quality, everything as advertised and the eyebrow tattoo pen works perfectly.<br />Super fast shipping!",Complete Brow Kit
535,2.0,Not That Great,This product does not create ‘hair like’ strokes. Not what I thought.,Complete Brow Kit
536,5.0,Product is very natural looking and lasts thru the day without smearing...,"Product is very natural looking and does not smear or rub off throughout the day. I was also pleasantly surprised to find that my order came with some bonus items too....tweezers, & another eyebrow shaping accessory. That was nice to receive as well. Good product.",Complete Brow Kit
537,5.0,Great buy,Got this for my mom and she loves it,Value for Money
538,5.0,live it,"this is very good eyebrow tatoo pen. It last all day, it's easy to use. I recommend it for all",Complete Brow Kit
539,5.0,Glad I found this product,"Very easy to use, does not smear and looks natural.  Will definitely buy again.",Complete Brow Kit
540,5.0,Great eyebrow tool,"I use the pen to fill in my sparse eyebrows.  I did not use as directed, just used to fill in solid color.  Works great and stays on all day even through workouts.",Complete Brow Kit
541,5.0,Would purchase again.,Love the ease of use except for the stencils.,Beginner Friendly Use
542,5.0,Quick and easy!,Simple to use. Takes a little practice. The templates help.,Beginner Friendly Use
543,5.0,Loved this brow pen!,Very good!,Complete Brow Kit
544,5.0,Product as described.,Easy to use and stays on all day. My,Complete Brow Kit
545,2.0,save your money.,This was one of the WORST products I've ever used.  It never seemed to work.  It seemed the pen was dried out. What a let down.,Product Drying Out
546,1.0,Bad,Really bad,Application Difficulties
547,3.0,Eyebrow,The only thing I didn't like is the color,Complete Brow Kit
548,5.0,Perfect brows!,Love it! Easy to use and last long.,Complete Brow Kit
549,5.0,love it,perfect for me,Value for Money
550,5.0,Stays in place!,I love this product. I finally found an eyebrow pen that stays in place and doesn’t wear off.  I enjoy having the stencils as well. The color is a tiny bit dark for me but I think it was my best option.,Complete Brow Kit
551,5.0,Super easy,This was super easy to use!  Love the look!,Beginner Friendly Use
552,5.0,Worth the money,Easy to use and looked natural,Beginner Friendly Use
553,5.0,Great product!,This is an amazing product! Highly recommend!,Product Dryness Issues
554,5.0,Natural looking brows,This is the second pen I purchased. It is very easy to use and looks natural. Love that it came with some nice extras. I will definitely purchase again when this one runs out!,Complete Brow Kit
555,1.0,Bad product,Does not work. Dried out in one day.,Product Drying Out
556,5.0,Good pen,This product works great!,Complete Brow Kit
557,5.0,Great,Looks just like real hair strokes . I got the brown which blended really nice . Definitely recommend this product,Complete Brow Kit
558,5.0,I will buy again,I love this it have everything in the package and it stay on for a least 4 days,Complete Brow Kit
559,5.0,Great product,Works well as advertised.,Value for Money
560,5.0,⭐️⭐️⭐️⭐️⭐️,Good product,Value for Money
561,5.0,Awesome product,Lasts all day,Long Lasting Wear
562,5.0,Works great,"works great, stays on, easy to use, inexpensive",Long Lasting Wear
563,1.0,Not happy,It didn’t last 3 days so the temporary tattoo hook is bogus,Product Drying Out
564,5.0,Very easy to use.,"Dark brown/chestnut is a great color, not reddish.",Beginner Friendly Use
565,5.0,The BEST product out there to improve the look of your Brows...,"I had my eyebrows done with permanent make up 10 years ago. The semi permanent ink is fading! My eyebrow hair is slowly going away or falling out. I have tried 9 products to improve the look of my eye brows. ""Nothing worked.""<br />This product is the ""BEST"". It worked!! I have almost perfect eyebrows now.<br />Thank you Thank you...<br />Mimie",Complete Brow Kit
566,5.0,Awesome!,"Great product, we also got a eyebrow clipper, shaper, and razor...in pink! Thanks!",Complete Brow Kit
567,5.0,Great item,"Love it , really enhances my brows and makes them so much fuller",Complete Brow Kit
568,5.0,The price,"This product is excellent, and not expensive at all",Value for Money
569,5.0,Wow ! I love it !,Very pleased with this product ! It did it’s job and then some ! Compliments galore!!!! Definitely a five starter!!!,Complete Brow Kit
570,5.0,Great Product,I was completely shocked when I rec'd this product. It came with all of these other things that I did not expect. I absolutely love the pencil. It glides on easily and the color looks fantastic on me. I definitely will be re-order this product in the future.,Complete Brow Kit
571,5.0,Easy to use,"This was so easy to put on, and to take off. I just bought a new one because I loved it so much!! Totally recommend!",Beginner Friendly Use
572,5.0,Highly recommended,This product worked really well. I liked the eyebrow shape maker and twizer that came along too.,Complete Brow Kit
573,5.0,Great buy,This product is amazing!! It’s actually works.,Complete Brow Kit
574,1.0,Not worth it.,"The pigment doesn’t stay in the tip of the marker. I kept having to turn it upside down and try to push the color down. It didn’t last, and totally wasn’t worth it. I bought multiple colors and ended up just throwing them away.",Color Accuracy Concerns
575,5.0,Love this product!,"Easy to use, does exactly what it says.",Beginner Friendly Use
576,5.0,Easy to use,"This was so easy to put on, and to take off. I just bought a new one because I loved it so much!! Totally recommend!",Beginner Friendly Use
577,5.0,So amazing!,5 out of 5 I love this stuff!,Complete Brow Kit
578,5.0,Great for amateurs like myself,"This inexpensive product works great for beginners.<br />The stencils makes it easy for the design you want on your brows, I would definitely recommend this product.",Complete Brow Kit
